track,artist,date,rating
b'Moon River',b'A$AP Ferg',4 May 2018 ,1.04
b'Piggyback',b'Melanie Martinez',22 December 2017 ,1.02
b'7 Years',b'Lukas Graham',18 September 2015 ,1.24
b'Sad Rappers',b'Tom MacDonald',1 March 2019 ,0.95
,,,
b'Mr. Douchebag',b'Your Favorite Martian',4 May 2011 ,1.01
b'Bitch Came Back',b'Theory of a Deadman',15 August 2011 ,1.01
b'The Lazy Song',b'Bruno Mars',18 February 2011 ,1.30
b'The Stereotypes Song',b'Your Favorite Martian',23 March 2011 ,1.02
b'Lips of an Angel',b'Hinder',24 July 2006 ,1.23
b'YourWorthIt.org',b'Dax',6 July 2018 ,0.94
b'Daddy DJ',b'Crazy Frog',27 July 2009 ,0.82
,,,
b'Strip That Down',b'Liam Payne',19 May 2017 ,1.28
b'All My Friends',b'Owl City',3 November 2017 ,1.05
b'Gucci Gang',b'Fame on Fire',10 November 2017 ,0.83
b'Original',b'Unkle Adams',19 March 2016 ,1.21
b'Rockstar',b'Nickelback',27 October 2007 ,1.30
b'Hello Kitty',b'Avril Lavigne',2014,1.27
"b""Tonight (I'm F**kin' You)""",b'Enrique Iglesias',22 November 2010 ,1.27
,,,
b'Fefe',b'6ix9ine',22 July 2018 ,1.31
b'One Less Lonely Girl',b'Justin Bieber',6 October 2009 ,1.23
b'Cruise',b'Florida Georgia Line',10 April 2012 ,1.29
b'Fuck Christ',b'Satanic Army',August 2006 ,1.20
b'Lacradora',b'Claudia Leitte',8 December 2017 ,0.79
b'Lanes',b'DJ Akademiks',13 February 2019 ,1.08
b'Summer of Love',b'The Beach Boys',1995,1.16
,,,
b'God Church',b'RiceGum',22 July 2017 ,0.75
b'Middle Fingers',b'Missio',30 January 2017 ,1.05
b'Popcorn',b'Crazy Frog',22 August 2005 ,1.18
b'Surrounded by Silence',b'Design the Skyline',12 March 2011 ,1.24
b'Peach Scone',b'Hobo Johnson',17 April 2018 ,1.30
,,,
,,,
b'All About That Bass',b'Meghan Trainor',30 June 2014 ,1.35
b'The Climb',b'Joe McElderry',16 December 2009 ,1.08
"b'Hey, Soul Sister'",b'Train',11 August 2009 ,1.35
b'The Sound of Silence',b'Disturbed',16 April 2016 ,1.30
b'Strip No More',b'Lukas Graham',16 June 2015 ,0.95
b'The Number Song',b'Logan Paul',12 March 2018 ,0.75
b'One Call Away',b'Charlie Puth',21 August 2015 ,1.27
,,,
b'Untitled (How Could This Happen to Me)',b'Simple Plan',2005,1.26
b'Booty',b'J.Lo',23 September 2014 ,1.27
b'Antifa',b'Ministry',11 December 2017 ,1.21
b'Wiggle',b'Jason Derulo',13 July 2014 ,1.34
"b""What's My Age Again? / A Milli""",b'Blink-182',23 August 2019 ,1.30
b'Hangover',b'Psy',9 June 2014 ,1.33
b'Fight Song',b'Rachel Platten',19 February 2015 ,1.33
,,,
b'I Want Candy',b'Aaron Carter',4 September 2000 ,1.22
"b""I'm Ready""",b'AJR',22 August 2013 ,1.24
b'I Love College',b'Asher Roth',13 January 2009 ,1.31
b'Best Day of My Life',b'American Authors',19 March 2013 ,1.32
b'This Is How We Roll',b'Florida Georgia Line',10 February 2014 ,1.28
b'Dookie Fresh',b'Your Favorite Martian',23 November 2011 ,0.75
b'Meant to Be',b'Bebe Rexha',23 October 2017 ,1.29
,,,
b'Juju on That Beat (TZ Anthem)',b'Zay Hilfigerrr',30 September 2016 ,1.27
"b'Bon, Bon'",b'Pitbull',2010,0.96
b'Saturday Night',b'Jake Paul',11 November 2017 ,0.74
b'Shut Up About Politics',b'John Rich',17 May 2019 ,0.82
b'Wrecking Ball Parody',b'Bart Baker',5 October 2013 ,0.54
b'Tonight Tonight',b'Hot Chelle Rae',January 2011 ,1.32
b'Helluvit',b'Tom MacDonald',9 January 2018 ,0.96
,,,
b'Sorry for Party Rocking',b'LMFAO',17 January 2012 ,1.36
b'Ass Like That',b'Eminem',2005,1.38
"b""F**k It (I Don't Want You Back)""",b'Eamon',13 November 2003 ,1.34
b'The Time (The Dirty Bit)',b'Black Eyed Peas',9 November 2010 ,1.35
b'Drop Girl',b'Ice Cube',18 July 2014 ,0.96
b'Grandma Got a Facebook',b'Your Favorite Martian',1 June 2011 ,1.15
b'Someone You Loved',b'Lewis Capaldi',8 November 2018 ,1.36
,,,
b'My Generation (Remix)',b'The Who',7 February 2010 ,1.14
b'Axel F',b'Crazy Frog',16 May 2005 ,1.38
b'1-800-273-8255',b'Logic',28 April 2017 ,1.40
b'Venom (Music From the Motion Picture)',b'Eminem',21 September 2018 ,1.39
"b""Stalkin' Your Mom""",b'Your Favorite Martian',13 July 2011 ,1.04
,,,
,,,
b'All I Want for Christmas',b'Jake Paul',5 December 2017 ,0.64
b'Feel This Moment',b'Pitbull',4 February 2013 ,1.39
b'Me Too',b'Meghan Trainor',5 May 2016 ,1.32
b'No Diggity / Thrift Shop (Kygo Remix)',b'Passenger',19 August 2013 ,0.95
b'God Made Girls',b'RaeLynn',1 July 2014 ,1.02
"b""Tutti Frutti / Just As Long As I'm with You""",b'Pat Boone',1955,1.27
b'Ok Shorty!',b'XXXTentacion',13 August 2017 ,1.23
,,,
b'Untouchable',b'Eminem',8 December 2017 ,1.41
b'Eenie Meenie',b'Sean Kingston',23 March 2010 ,1.33
b'One Time',b'Justin Bieber',7 July 2009 ,1.38
b'Lamborghini',b'KSI',23 March 2015 ,1.19
b'I Am Stronger',b'Unkle Adams',14 September 2013 ,0.97
b'Sexy and I Know It',b'LMFAO',21 October 2011 ,1.41
b'Animals',b'Maroon 5',25 August 2014 ,1.40
,,,
b'3 Years Sober',b'93PUNX',18 July 2019 ,1.18
b'Hoedown Throwdown',b'Miley Cyrus',13 February 2009 ,1.32
"b""McDonald's $1,000,000 Menu Song""",b'Various Artists',1988,1.13
"b""I Love Rock 'n' Roll""",b'Britney Spears',November 2002 ,1.34
b'Bad Girlfriend',b'Theory of a Deadman',14 May 2008 ,1.24
b'Dame tu cosita',b'El Chombo',2 April 2018 ,1.31
b'Ai se eu te pego',b'Michel Tel\xc3\xb3',20 July 2011 ,1.38
,,,
b'My Humps',b'The Black Eyed Peas',20 September 2005 ,1.41
b'#thatPOWER',b'will.i.am',22 March 2013 ,1.38
b'America We Stand As One',b'Dennis Madalone',2005,1.11
b'Drama',b'AJR',12 May 2017 ,0.91
b'She Bangs',b'William Hung',2004,1.23
b'My First Kiss',b'3OH!3',4 May 2010 ,1.40
b'Shape of You',b'Ed Sheeran',6 January 2017 ,1.47
,,,
b'No Handlebars',b'Logan Paul',23 November 2017 ,0.73
b'Crazy Bitch',b'Buckcherry',2006,1.37
"b""Don't Wanna Know""",b'Maroon 5',11 October 2016 ,1.44
b'le Internet Medley',b'The GAG Quartet',12 November 2011 ,1.30
b'Chihuahua',b'DJ BoBo',2003,1.34
b'First Dance',b'Justin Bieber',17 November 2009 ,1.16
"b""Don't Stay in School""",b'Boyinaband',2 February 2015 ,1.24
,,,
b'Something in Your Mouth',b'Nickelback',28 October 2008 ,1.24
"b""I'm a Gummy Bear (The Gummy Bear Song)""",b'Gummib\xc3\xa4r',6 November 2007 ,1.20
b'Pray',b'Justin Bieber',3 December 2010 ,1.21
b'Pretty Girls',b'Britney Spears',4 May 2015 ,1.43
b'Something Human',b'Muse',19 July 2018 ,1.45
,,,
,,,
b'Bad Guy',b'Billie Eilish',11 July 2019 ,1.46
b'God Bless the USA / This Old Bed',b'Lee Greenwood',April 1984 ,1.33
b'U Smile',b'Justin Bieber',16 March 2010 ,1.37
b'Baby',b'Justin Bieber',18 January 2010 ,1.46
b'Country Girl (Shake It for Me)',b'Luke Bryan',16 March 2011 ,1.38
b'Rx (Medicate)',b'Theory',28 July 2017 ,1.24
b'When a Man Loves a Woman / Save Me',b'Michael Bolton',1991,1.36
,,,
"b""(Sittin' On) The Dock of the Bay / Call My Name""",b'Michael Bolton',23 January 1988 ,1.29
b'One Track Mind',b'Thirty Seconds to Mars',23 March 2018 ,1.26
b'When a Coon Sits in the Presidential Chair',b'Mr. Dan W. Quinn',1899,0.76
b'Never Say Never',b'Justin Bieber',8 June 2010 ,1.40
b'Mo Bounce',b'Iggy Azalea',23 March 2017 ,1.42
b'Welcome to My Life',b'Simple Plan',14 September 2004 ,1.39
b'A Bay Bay!',b'Hurricane Chris',2007,1.40
,,,
b'True Faith',b'George Michael',14 March 2011 ,1.32
b'Love Me',b'Justin Bieber',27 October 2009 ,1.31
b'We Will Rock You',b'Five',2000,1.21
b'Dear Rappers',b'Tom MacDonald',11 August 2017 ,0.99
b'Long Haired Lover From Liverpool / Mother of Mine',b'Little Jimmy Osmond With the Mike Curb Congregation',November 1972 ,1.35
b'Chinese Food',b'Alison Gold',5 October 2013 ,1.37
b'Achy Breaky 2',b'Buck 22',11 February 2014 ,1.05
,,,
b'Swagger Jagger',b'Cher Lloyd',1 August 2011 ,1.44
b'Achy Breaky Heart',b'Billy Ray Cyrus',23 March 1992 ,1.49
b'Hefner',b'Tana Mongeau',6 November 2017 ,0.76
b'Whistle',b'Flo Rida',24 April 2012 ,1.47
b'Nasty Freestyle',b'T-Wayne',4 March 2015 ,1.35
b'Honky Tonk Badonkadonk',b'Trace Adkins',2005,1.33
"b""Don't Quit Ya Day Job""",b'Joey Bada$$',30 January 2013 ,1.40
,,,
b'Original 2',b'Unkle Adams',1 January 2019 ,1.24
"b""I Don't Care""",b'Ed Sheeran',10 May 2019 ,1.52
b'Suicide Club',b'Blood on the Dance Floor',1 December 2008 ,1.18
b'Phoenix',b'real1',28 May 2018 ,0.87
b'Shut Up',b'Simple Plan',2005,1.40
"b""Nigger Hatin' Me / Who Likes a Nigger""",b'Johnny Rebel',1966,1.30
b'Americans / America the Beautiful',b'Byron MacGregor',1973,0.97
,,,
b'Rude',b'Magic!',11 October 2013 ,1.51
b'How It Is (Wap Bap...)',b'Bibi H.',5 May 2017 ,1.04
"b""I'm Upset""",b'Drake',26 May 2018 ,1.56
b'Photograph',b'Nickelback',15 September 2005 ,1.49
b'Dance Monkey',b'Tones and I',10 May 2019 ,1.49
,,,
,,,
b'I Got It From My Mama',b'will.i.am',31 July 2007 ,1.35
b'No',b'Meghan Trainor',3 March 2016 ,1.48
"b""That's My Kind of Night""",b'Luke Bryan',5 August 2013 ,1.37
"b""Don't Stop Believin'""",b'Glee Cast',29 May 2009 ,1.38
b'The Club Is Alive',b'JLS',5 July 2010 ,1.17
b'Believer',b'Imagine Dragons',1 February 2017 ,1.51
b'Royalty',b'XXXTentacion',19 July 2019 ,1.38
,,,
b'Earthquake',b'KSI',12 August 2017 ,0.82
b'My Dick',b'3OH!3',4 December 2015 ,1.03
b'Play That Funky Music',b'Vanilla Ice',25 April 1990 ,1.43
b'Puppy Love / Let My People Go',b'Donny Osmond',1972,1.40
b'ME!',b'Taylor Swift',26 April 2019 ,1.57
b'Feels Like Summer',b'Weezer',16 March 2017 ,1.57
b'Luca era gay',b'P\xc3\xb2via',18 February 2009 ,0.76
,,,
b'Prom Queen',b'Lil Wayne',27 January 2009 ,1.37
b'Balance toi',b'Tony Parker',2007,0.91
b'My Balls',b'Your Favorite Martian',26 January 2011 ,1.28
b'White Privilege II',b'Macklemore & Ryan Lewis',22 January 2016 ,1.47
b'Se\xc3\xb1orita',b'Abraham Mateo',30 October 2012 ,0.76
b'No Mercy',b'The Living Tombstone',12 January 2017 ,1.24
b'Danza Kuduro',b'Lucenzo',10 June 2011 ,1.49
,,,
b'Mistletoe',b'Justin Bieber',17 October 2011 ,1.48
b'My Moment',b'Rebecca Black',19 July 2011 ,1.47
b'Buler\xc3\xada',b'David Bisbal',2004,1.24
b'Everyday',b'Logic',2 March 2018 ,1.46
b'Unchained Melody',b'Gareth Gates',March 2002 ,1.21
"b'I Hate U, I Love U'",b'gnash',17 February 2016 ,1.46
"b""I'm Just a Kid""",b'Simple Plan',2003,1.45
,,,
"b""You're Beautiful""",b'James Blunt',30 May 2005 ,1.53
b'Friday',b'Rebecca Black',14 March 2011 ,1.52
b'The Rise of the Pauls',b'Logan Paul',11 June 2017 ,0.92
b'Shaky Shaky',b'Daddy Yankee',8 April 2016 ,1.17
b'My Jam',b'Unkle Adams',5 July 2019 ,0.82
b'Imma Be',b'Black Eyed Peas',15 May 2009 ,1.55
b'Look What You Made Me Do',b'Taylor Swift',25 August 2017 ,1.60
,,,
b'Back in Time',b'Pitbull',27 March 2012 ,1.53
b'Soulja Girl',b'Soulja Boy',2 October 2007 ,1.40
b'Woki mit deim Popo',b'Trackshittaz',9 December 2011 ,1.20
b'Take It All Back',b'Judah & the Lion',19 February 2016 ,1.29
b'Juntos',b'Paula Fernandes',19 May 2019 ,0.94
,,,
,,,
b'Who Let the Dogs Out',b'Baha Men',2000,1.59
b'Bad Ass',b'Troy Ave',29 February 2016 ,1.02
b'H.O.L.Y.',b'Florida Georgia Line',29 April 2016 ,1.41
b'Walk on Water',b'Thirty Seconds to Mars',22 August 2017 ,1.52
"b""Love Them Ho's""",b'Eamon',2004,1.15
b'Heavy',b'Linkin Park',16 February 2017 ,1.55
b'The Fox',b'Ylvis',2 September 2013 ,1.53
,,,
b'Stitches',b'Shawn Mendes',15 March 2015 ,1.59
b'Perfect Duet',b'Ed Sheeran',1 December 2017 ,1.55
b'Addicted',b'Saving Abel',2008,1.35
b'Papillon de lumi\xc3\xa8re',b'Cindy Sander',26 May 2008 ,1.06
b'Hello',b'OMFG',14 November 2014 ,1.11
b'Partir un jour',b'2 Be 3',September 1996 ,1.17
b'Mass Text',b'Tay Allyn',24 June 2013 ,1.10
,,,
b'Balada (Tch\xc3\xaa Tcherere Tch\xc3\xaa Tch\xc3\xaa)',b'Gusttavo Lima',1 March 2012 ,1.38
b'I Know You Want Me (Calle Ocho)',b'Pitbull',12 June 2009 ,1.57
b'Uptown Girl',b'Westlife',5 March 2001 ,1.45
b'Help Me Help You',b'Logan Paul',19 May 2017 ,1.26
b'Lips Are Movin',b'Meghan Trainor',21 October 2014 ,1.60
b'Porn Star Dancing',b'My Darkest Days',2010,1.32
b'Fa\xc3\xa7on Sex',b'Tribal King',31 July 2006 ,1.11
,,,
b'The View',b'Lou Reed',27 September 2011 ,1.63
b'Bridge Over Troubled Water / This Is the Night',b'Clay Aiken',10 June 2003 ,1.27
b'Bewitched',b'Blood on the Dance Floor',1 June 2011 ,1.44
b'Something Just Like This',b'The Chainsmokers',22 February 2017 ,1.61
"b""I'm an Albatraoz""",b'AronChupa',8 August 2014 ,1.51
b'Hot Problems',b'Double Take',18 April 2012 ,1.53
b'I Can Swing My Sword!',b'Toby Turner & Tobuscus',11 April 2012 ,1.13
,,,
b'Experiencia Religiosa',b'Enrique Iglesias',1995,1.25
b'Campaign Speech',b'Eminem',19 October 2016 ,1.57
b'An Open Letter to My Teenage Son / My Buddy Carl',b'Victor Lundberg',1967,1.26
b'Drive By',b'Train',10 January 2012 ,1.57
b'Fast Food Song',b'Fast Food Rockers',16 June 2003 ,1.43
b'Ill Mind of Hopsin 5',b'Hopsin',17 July 2012 ,1.54
b'Light It Up',b'Marshmello',25 April 2019 ,1.38
,,,
b'The Man',b'Lil Xan',30 March 2018 ,1.31
b'Polunosznica',b'Batushka',15 May 2019 ,1.52
b'Subterranean Homesick Blues (The Ting Tings Remix)',b'Bob Dylan',16 April 2011 ,1.19
b'O Brasil quer mais',b'Lupe de Lupe',17 May 2018 ,1.44
b'The Fall of Jake Paul',b'Logan Paul',3 June 2017 ,1.18
,,,
,,,
b'Butterfly Kisses',b'Bob Carlisle',1997,1.22
b'Marmalade',b'Macklemore',26 July 2017 ,1.49
"b""I'll Be Your Everything / I'm Falling in Love""",b'Tommy Page',17 February 1990 ,1.35
b'The Love Within',b'Bloc Party',9 October 2015 ,1.64
"b""She Thinks My Tractor's Sexy""",b'Kenny Chesney',4 October 1999 ,1.48
b'Trumpets',b'Jason Derulo',20 September 2013 ,1.57
b'Fuh You',b'Paul McCartney',15 August 2018 ,1.61
,,,
b'Welcome to the Black Parade (Steve Aoki 10th Anniversary Remix)',b'My Chemical Romance',28 November 2016 ,0.84
b'Ave Mar\xc3\xada',b'David Bisbal',2002,1.26
b'Iyiyi',b'Cody Simpson',15 May 2010 ,1.32
b'Summer Paradise',b'Simple Plan',16 December 2011 ,1.38
b'One Way or Another (Teenage Kicks)',b'One Direction',17 February 2013 ,1.46
b'Ye vs the People',b'Kanye West',27 April 2018 ,1.68
"b""She's Country""",b'Jason Aldean',November 2008 ,1.25
,,,
b'Have You Forgotten',b'Darryl Worley',25 March 2003 ,1.17
b'Boom Boom Pow',b'Black Eyed Peas',10 March 2009 ,1.60
b'Crush on You',b'Aaron Carter',18 August 1997 ,1.37
b'The Invitation',b'Nick Cannon',9 December 2019 ,0.97
b'Perfect',b'Ed Sheeran',22 September 2017 ,1.62
b'A gdy jest ju\xc5\xbc ciemno',b'Feel',August 2007 ,1.06
b'O sol',b'Vitor Kley',13 October 2017 ,0.99
,,,
b'Do It for Your Lover',b'Manel Navarro',13 January 2017 ,1.35
b'Donald Trump',b'Mike Dece',July 2016 ,1.24
b'Supplies',b'Justin Timberlake',18 January 2018 ,1.65
b'Billionaire',b'Travie McCoy',9 March 2010 ,1.63
b'Bad Things',b'Machine Gun Kelly',14 October 2016 ,1.58
b'Twin Peaks',b'Flying Lotus',15 May 2017 ,1.61
b'Blame It on My Youth',b'Blink-182',8 May 2019 ,1.59
,,,
"b'Courtesy of the Red, White and Blue (The Angry American)'",b'Toby Keith',2002,1.45
b'Nugget in a Biscuit 2!!',b'Tobuscus',21 November 2017 ,0.88
b'Whip My Hair',b'Willow',26 October 2010 ,1.59
b'Bailando por ah\xc3\xad',b'Juan Magan',22 May 2011 ,0.87
b'Mia Khalifa (Diss)',b'iLoveFriday',4 March 2018 ,1.60
b'Battle Symphony',b'Linkin Park',17 March 2017 ,1.60
b'Diamonds Are Invincible',b'Michael Jackson',29 August 2018 ,1.20
,,,
"b""I'll Be Loving You (Forever)""",b'New Kids on the Block',1988,1.51
b'Degenerates',b'A Day to Remember',20 August 2019 ,1.45
b'Payphone',b'Maroon 5',16 April 2012 ,1.64
b'Santa Diss Track',b'Logan Paul',10 December 2017 ,0.90
b'HUMBLE. (Skrillex Remix)',b'Kendrick Lamar',22 September 2017 ,1.61
,,,
,,,
"b""I'm Not a Girl, Not Yet a Woman""",b'Britney Spears',5 February 2002 ,1.61
"b""Dur dur d'\xc3\xaatre B\xc3\xa9b\xc3\xa9 !""",b'Jordy',1992,1.55
"b""Say You Won't Let Go""",b'James Arthur',9 September 2016 ,1.59
b'Felicidad America (Obama - Obama)',b'Boney M. feat. Sherita O. & Yulee B.',9 January 2009 ,1.20
b'Centuries',b'Fall Out Boy',16 September 2014 ,1.60
b'Good Goodbye',b'Linkin Park',12 April 2017 ,1.58
"b""Hangin' Tough""",b'New Kids on the Block',1989,1.62
,,,
b'Little Things',b'One Direction',2 November 2012 ,1.54
b'My Teachers',b'Jake Paul',11 May 2018 ,0.82
"b""Goin' In""",b'Jennifer Lopez',8 June 2012 ,1.31
b'Get Crunk / 40 Oz',b'Brokencyde',2009,1.41
b'Oh Yeah!',b'Green Day',16 January 2020 ,1.64
b'Behind Blue Eyes',b'Limp Bizkit',24 November 2003 ,1.64
"b""Boys 'Round Here""",b'Blake Shelton',26 March 2013 ,1.52
,,,
b'One More Try / What Will I Do',b'Timmy T',1991,1.51
b'Arms Around You',b'XXXTentacion',25 October 2018 ,1.55
"b'Lore, Lore, Macu, Macu'",b'Lore y Macu',14 March 2011 ,0.96
b'Memories',b'Maroon 5',20 September 2019 ,1.58
b'Pose to Do',b'Lil Pump',19 July 2019 ,1.37
b'See You Again',b'Wiz Khalifa',10 March 2015 ,1.66
b'Here We Go Again',b'Onision',19 July 2012 ,0.56
,,,
b'Sexting',b'Blood on the Dance Floor',16 December 2009 ,1.29
b'Everywhere I Go',b'Hollywood Undead',2008,1.33
"b'Fire, Ready, Aim'",b'Green Day',10 October 2019 ,1.70
"b""On s'attache""",b'Christophe Ma\xc3\xa9',14 May 2007 ,1.21
"b""I Didn't Hit Her""",b'RiceGum',1 April 2017 ,0.54
b'Marco Polo',b'Bow Wow',2008,1.31
b'La positive attitude',b'Lorie',5 April 2004 ,0.92
,,,
b'Never Let You Go',b'Justin Bieber',2010,1.44
b'She Hates Me',b'Puddle of Mudd',2 September 2002 ,1.66
b'Just the Way You Are',b'Bruno Mars',20 July 2010 ,1.70
b'Macarena',b'Los del R\xc3\xado',1993,1.70
b'The Kids Are Alt-Right',b'Bad Religion',20 June 2018 ,1.65
"b""The Americans (A Canadian's Opinion) / A Profile of Gordon Sinclair""",b'Gordon Sinclair',1973,1.03
b'Laffy Taffy',b'D4L',September 2005 ,1.62
,,,
b'$aUcE!',b'XXXTentacion',4 February 2018 ,1.43
b'Good Time',b'Paris Hilton',8 October 2013 ,1.47
b'Ill Mind of Hopsin 4',b'Hopsin',18 July 2011 ,1.58
b'Another Brick in the Wall',b'Korn',December 2004 ,1.58
"b""Literally I Can't""",b'Play-N-Skillz',1 November 2014 ,0.99
,,,
,,,
b'Champagne Showers',b'LMFAO',26 May 2011 ,1.62
b'No Brainer',b'DJ Khaled',27 July 2018 ,1.68
b'Hey Baby',b'DJ \xc3\x96tzi',27 November 2001 ,1.57
b'Bo le lavabo (WC Kiss) / Bo le lavabo (Version Interdite)',"b""Lagaf'""",1989,1.11
b'Wilder',b'Gnesa',2012,1.48
b'Taki Taki',b'DJ Snake',28 September 2018 ,1.67
