,artist,track,date,rating,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
18,Editors,The Racing Rats,26 November ,3.66,0.32,0.839,7,-3.58,1,0.051,0.000194,4.74e-05,0.076,0.22,152.969,257787
19,Girls Aloud,Call the Shots,26 November ,3.57,0.638,0.735,11,-5.414,0,0.0306,0.00359,0.000181,0.174,0.819,125.076,224547
20,El-P,The Overly Dramatic Truth,26 June ,3.77,0.541,0.811,11,-6.179,0,0.107,0.0931,9.9e-05,0.134,0.565,135.075,270600
21,Erykah Badu,Soldier,2007,3.63,0.514,0.617,11,-6.851,1,0.186,0.00231,0.626,0.113,0.244,92.109,303640
22,Silversun Pickups,Little Lover's So Polite,19 October ,3.68,0.475,0.861,2,-5.507,1,0.0376,0.00153,0.00108,0.199,0.402,116.378,298640
23,Manic Street Preachers,Autumnsong,23 July ,3.58,0.292,0.89,2,-3.727,1,0.0441,0.000278,1.29e-05,0.287,0.417,199.349,220347
24,Blonde Redhead,Spring and by Summer Fall,2007,3.72,0.326,0.861,5,-6.683,0,0.0441,0.0054,0.341,0.0927,0.138,154.965,257453
25,Camera Obscura,Tears for Affairs,16 April ,3.58,0.547,0.804,7,-5.367,1,0.0301,0.013,0.00012,0.171,0.67,113.845,244093
26,Sophie Ellis-Bextor,Me and My Imagination,14 May ,3.57,0.706,0.924,5,-4.398,1,0.0335,0.00709,0.000187,0.303,0.818,128.014,207040
27,Frankie Valli & The Four Seasons,Beggin',9 July ,4.06,0.59,0.356,2,-14.656,0,0.0404,0.0651,0.0,0.167,0.375,129.639,170627
28,Kate Nash,Foundations,18 June ,3.46,0.573,0.916,0,-3.39,1,0.0616,0.0795,0.0,0.0784,0.871,84.476,245120
29,The Thermals,A Pillar of Salt,10 May ,3.63,0.218,0.982,11,-3.067,1,0.161,0.0015,0.0,0.42,0.224,171.099,177307
30,The Killers,For Reasons Unknown,4 June ,3.52,0.504,0.884,3,-4.214,1,0.0366,0.000458,0.0399,0.108,0.516,140.398,212267
31,Dark Tranquillity,Focus Shift,4 April ,3.6,0.486,0.98,11,-3.647,0,0.107,3.6e-06,0.242,0.0566,0.198,109.459,216320
32,Incubus,Dig,27 March ,3.52,0.45,0.895,11,-4.739,1,0.0386,0.0293,0.0,0.116,0.463,77.577,257253
33,Amy Macdonald,Mr Rock & Roll,16 July ,3.5,0.604,0.869,9,-4.875,1,0.0316,0.0335,1.58e-06,0.111,0.442,110.9,214813
34,The Cribs,Men's Needs,11 May ,3.55,0.548,0.94,1,-2.274,0,0.0472,0.000106,6.44e-05,0.0696,0.783,121.994,195698
35,Kanye West,Good Life,2007,3.37,0.439,0.808,1,-6.881,1,0.346,0.00305,0.0,0.439,0.487,82.962,207000
36,The Hold Steady,Stuck Between Stations,7 May ,3.52,0.291,0.94,2,-4.663,1,0.147,0.0956,0.000256,0.127,0.461,143.998,250067
37,Nada Surf,See These Bones,2007,3.7,0.403,0.838,6,-5.703,1,0.0338,9.72e-05,0.000504,0.118,0.408,130.108,310040
38,Digitalism,Pogo,May ,3.5,0.403,0.754,0,-5.256,1,0.0441,6.08e-05,7.73e-05,0.529,0.398,136.021,226467
39,The Mars Volta,Wax Simulacra,20 November ,3.43,0.43,0.98,9,-4.332,0,0.133,3.32e-05,0.441,0.216,0.0743,103.345,158760
40,Black Rebel Motorcycle Club,Berlin,30 July ,3.57,0.557,0.985,0,-2.317,1,0.0795,0.0877,8.53e-05,0.164,0.459,132.492,190507
41,Heidevolk,Wodan Heerst,22 March ,3.66,0.189,0.865,11,-4.287,0,0.084,0.000533,0.367,0.122,0.481,82.881,484773
42,Kylie,2 Hearts,12 November ,3.41,0.667,0.621,7,-5.229,0,0.035,9.31e-05,4.33e-05,0.0572,0.492,111.996,171267
43,Jay-Z,Roc Boys,10 October ,3.47,0.656,0.923,11,-1.647,1,0.252,0.0356,0.0,0.156,0.67,94.623,252107
44,Foo Fighters,The Pretender,September ,3.3,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,269373
45,Kaiser Chiefs,The Angry Mob,20 August ,3.45,0.297,0.937,6,-3.527,1,0.0538,0.00226,6.42e-05,0.32,0.448,124.402,286759
46,The Shins,Sleeping Lessons,2007,3.7,0.517,0.511,4,-8.191,1,0.0339,0.19,0.00827,0.14,0.179,115.022,238027
47,Megadeth,Washington Is Next!,April ,3.59,0.299,0.982,4,-3.199,0,0.0954,1.14e-05,0.0162,0.0728,0.43,198.017,318173
48,Bill Callahan,Diamond Dancer,20 March ,3.63,0.719,0.557,8,-7.243,0,0.0282,0.441,0.174,0.0718,0.942,107.843,240000
49,Timbaland,The Way I Are,30 July ,3.26,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,179120
50,Late of the Pier,Space and the Woods,5 March ,3.74,0.563,0.925,2,-3.938,1,0.0959,8.3e-05,0.0341,0.456,0.535,156.989,223938
51,Dan Deacon,The Crystal Cat,2007,3.48,0.078,0.86,1,-5.926,1,0.0383,1.67e-06,0.842,0.0825,0.0628,79.65,233400
52,Nine Inch Nails,Survivalism,30 March ,3.34,0.618,0.675,9,-5.723,1,0.0679,0.000892,0.216,0.133,0.354,129.983,262493
53,Paramore,crushcrushcrush,5 November ,3.26,0.631,0.793,1,-4.086,0,0.0468,0.000218,5.65e-05,0.0976,0.648,136.96,189373
54,Turisas,To Holmgard and Beyond,16 May ,3.58,0.227,0.909,10,-4.648,1,0.0714,6.1e-05,0.335,0.363,0.173,93.704,317853
55,Madrugada,Look Away Lucifer,10 December ,3.75,0.423,0.673,2,-7.874,1,0.0304,0.0155,0.000606,0.174,0.58,89.918,311787
56,Metric,Empty,12 February ,3.63,0.6,0.6,4,-8.199,0,0.0453,0.0206,0.757,0.0817,0.358,145.993,355067
57,The New Pornographers,My Rights Versus Yours,2007,3.5,0.549,0.644,5,-7.512,1,0.0363,0.574,0.0,0.122,0.384,137.096,257333
58,Guster,Satellite,2007,3.64,0.545,0.747,6,-6.304,0,0.0288,0.00348,0.052,0.118,0.644,131.931,273160
59,The Hives,Tick Tick Boom,2007,3.37,0.565,0.831,9,-3.102,0,0.113,0.000384,1.21e-05,0.245,0.498,135.111,205413
60,Menomena,Wet and Rusting,2007,3.55,0.541,0.545,8,-10.186,1,0.0325,0.74,0.338,0.381,0.357,141.695,213333
61,New Young Pony Club,The Bomb,19 March ,3.57,0.615,0.746,9,-5.879,0,0.0351,0.000983,0.502,0.119,0.784,136.969,256920
62,Bright Eyes,Hot Knives,9 July ,3.46,0.227,0.774,9,-6.477,1,0.0738,0.00504,0.000854,0.113,0.54,69.048,253693
63,The Go! Team,The Wrath of Marcie,19 November ,3.78,0.448,0.991,7,-2.905,1,0.0875,0.0726,0.301,0.459,0.412,102.807,203400
64,Sugababes,About You Now,1 October ,3.25,0.584,0.699,1,-6.065,0,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,212400
65,Girls Aloud,Sexy! No No No...,3 September ,3.36,0.554,0.848,11,-5.056,0,0.0931,0.000328,0.000222,0.0865,0.412,133.941,197240
66,The Rice Twins,Can I Say,May ,3.49,0.462,0.95,0,-9.23,1,0.0414,0.000203,0.926,0.102,0.35,123.007,450427
67,Ryan Adams,Two,2007,3.58,0.486,0.73,7,-6.462,1,0.042,0.0748,0.000214,0.361,0.421,92.582,184672
68,Noah and the Whale,5 Years Time,24 September ,3.3,0.803,0.548,0,-7.103,1,0.12,0.351,0.0,0.0953,0.75,121.942,214920
69,Ishraqiyun,Balance of the 19,March ,3.65,0.543,0.72,5,-9.816,0,0.0399,0.174,0.796,0.142,0.704,79.611,240240
70,Serj Tankian,The Unthinking Majority,7 August ,3.32,0.653,0.953,8,-3.869,1,0.0618,0.00331,0.0,0.0857,0.65,119.967,229000
71,Fennesz,On a Desolate Shore a Shadow Passes By,10 December ,3.45,0.15,0.203,0,-22.038,1,0.0344,0.0253,0.437,0.0876,0.0532,83.494,481175
72,Biffy Clyro,Folding Stars,16 July ,3.48,0.359,0.851,2,-4.223,1,0.0508,0.00127,0.00332,0.176,0.301,205.478,255160
73,Pet Shop Boys,Integral,4 October ,3.59,0.533,0.951,2,-5.967,1,0.0526,0.00303,0.000763,0.369,0.401,127.761,230840
74,Burro Banton,Badder Den Dem,2007,3.38,0.755,0.79,1,-3.855,1,0.327,0.4,0.0,0.27,0.649,167.758,197857
75,Ne-Yo,Because of You,13 March ,3.23,0.81,0.538,0,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97,266840
76,Cat Power,Song to Bobby,13 November ,3.55,0.415,0.304,4,-10.668,1,0.0298,0.855,0.0174,0.107,0.152,77.31,258440
77,Incubus,Love Hurts,30 March ,3.19,0.474,0.805,4,-4.063,0,0.0266,0.0129,2.51e-06,0.175,0.409,78.102,237067
78,Panic! at the Disco,"Build God, Then We'll Talk",26 March ,3.14,0.418,0.827,11,-4.133,0,0.0476,0.138,0.0,0.336,0.448,124.532,220720
79,Ash,You Can't Have It All,16 April ,3.66,0.417,0.943,0,-5.379,1,0.0736,9.52e-06,0.00404,0.296,0.264,131.431,215333
80,The Clientele,Bookshop Casanova,28 August ,3.49,0.55,0.701,11,-7.017,1,0.0285,0.0139,0.839,0.0969,0.764,128.115,233613
81,KT Tunstall,Hold On,27 August ,3.4,0.664,0.937,4,-5.158,0,0.0939,0.322,1.04e-06,0.19,0.804,105.569,177613
82,CunninLynguists,Yellow Lines,6 September ,3.4,0.355,0.583,1,-8.275,0,0.273,0.672,0.082,0.0998,0.249,86.7,295867
83,AIR,Mer du Japon,2007,3.29,0.58,0.767,5,-7.696,1,0.0313,0.294,0.959,0.13,0.39,120.055,184707
84,Blood Red Shoes,It's Getting Boring by the Sea,11 June ,3.45,0.476,0.978,11,-3.018,0,0.172,0.0273,0.0,0.166,0.137,151.963,176160
85,Tunng,Bullets,15 October ,3.56,0.76,0.419,6,-8.418,0,0.0411,0.689,4.88e-06,0.259,0.585,94.998,358547
86,Marilyn Manson,Heart Shaped Glasses,April ,3.12,0.604,0.908,9,-5.32,0,0.0767,0.000645,0.00951,0.13,0.532,124.941,305800
87,Tori Amos,Big Wheel,April ,3.4,0.582,0.784,7,-9.339,1,0.0444,0.064,0.131,0.144,0.965,188.903,198147
88,Christina Aguilera,Oh Mother,23 November ,3.18,0.426,0.669,1,-5.293,0,0.18,0.338,0.0,0.1,0.462,173.446,224587
89,My Chemical Romance,Teenagers,9 July ,3.01,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,161920
90,Idlewild,No Emotion,26 February ,3.55,0.476,0.909,5,-3.045,0,0.0373,0.000221,0.00103,0.143,0.648,126.43,184387
91,Ryan Adams,Everybody Knows,2007,3.56,0.535,0.544,10,-6.071,1,0.035,0.0573,2.97e-05,0.297,0.417,153.556,145133
92,Ian Brown,Illegal Attacks,17 September ,3.51,0.733,0.623,4,-8.402,0,0.0466,0.687,0.0,0.105,0.699,93.949,327973
93,Calvin Harris,Colours,5 November ,3.53,0.785,0.572,1,-6.885,0,0.0436,0.000628,0.0395,0.067,0.964,114.943,241813
94,Kaiser Chiefs,Love's Not a Competition,12 November ,3.21,0.607,0.663,7,-6.149,0,0.0289,0.024,0.0,0.414,0.427,132.001,194676
95,Ray LaMontagne,Jolene,2007,3.66,0.587,0.142,7,-15.196,1,0.0329,0.862,0.000162,0.0953,0.288,119.752,250867
96,Katie Melua,If You Were a Sailboat,24 September ,3.37,0.59,0.239,4,-13.522,1,0.0412,0.705,0.000135,0.117,0.188,87.039,242613
97,Manic Street Preachers,Underdogs,19 March ,3.27,0.64,0.78,5,-5.817,1,0.0412,0.000412,0.00311,0.403,0.758,147.106,169320
98,Marvelous Darlings,I Don't Wanna Go to the Party,2007,3.5,0.205,0.945,4,-1.43,1,0.0568,1.87e-05,0.0,0.199,0.112,93.038,139653
99,Miranda Lambert,Famous in a Small Town,April ,3.39,0.509,0.932,11,-3.948,1,0.0667,0.268,0.0,0.0615,0.675,138.722,245333
100,The Sounds,Painted by Numbers,3 September ,3.46,0.475,0.807,3,-3.959,0,0.0332,0.0136,6.74e-05,0.109,0.731,145.179,200000
101,Metallica,The Ecstasy of Gold,2007,3.18,0.203,0.589,0,-8.763,1,0.0573,0.331,0.604,0.825,0.0484,85.735,150600
102,Lil Mama,Lip Gloss,2007,2.95,0.619,0.87,2,-4.956,1,0.501,0.41,1.37e-06,0.0571,0.94,188.772,219773
103,Fall Out Boy,"The Take Over, the Breaks Over",2 July ,3.09,0.609,0.917,9,-2.563,1,0.0477,0.00614,1.96e-05,0.0775,0.67,149.948,213587
104,Palm Springs,I Start Fires,8 October ,3.58,0.524,0.58,0,-8.079,1,0.0322,0.018,3.22e-05,0.0671,0.481,107.078,244240
105,Alicia Keys,No One,12 November ,2.88,0.644,0.548,1,-5.416,0,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,253813
106,Sirenia,My Mind's Eye,3 January ,3.38,0.508,0.891,11,-4.617,0,0.0589,0.000486,0.00404,0.0914,0.435,142.001,219376
107,Editors,Escape the Nest,26 November ,3.97,0.0959,0.862,9,-3.07,0,0.0856,0.000354,0.00728,0.141,0.18,206.902,283667
108,The Magic Numbers,This Is a Song,19 February ,3.65,0.401,0.758,9,-6.536,1,0.0318,0.0806,0.000105,0.0713,0.32,163.993,320920
109,Amerie,Gotta Work,30 July ,3.3,0.656,0.972,6,-3.977,0,0.207,0.0187,2.34e-05,0.0357,0.566,99.376,190120
110,Carrie Underwood,Wasted,6 February ,3.21,0.548,0.775,8,-3.285,1,0.0306,0.0936,0.0,0.0721,0.311,94.998,274267
111,The Chemical Brothers,The Salmon Dance,10 September ,3.01,0.863,0.736,0,-6.888,1,0.0439,0.0421,5.03e-05,0.0968,0.739,124.013,220227
112,Findlay Brown,Losing the Will to Survive,2 July ,3.83,0.641,0.749,9,-7.733,0,0.0333,0.101,0.0,0.205,0.535,124.925,255440
113,Athlete,Hurricane,27 August ,3.62,0.406,0.782,9,-4.929,1,0.0333,0.000241,6.2e-05,0.0802,0.344,136.024,196347
114,The Aliens,Setting Sun,5 March ,3.77,0.395,0.958,2,-1.809,1,0.0445,0.00235,0.0286,0.0454,0.339,146.06,311111
115,Ash,Polaris,18 June ,3.43,0.478,0.798,5,-5.796,1,0.0442,0.0145,0.00531,0.0728,0.18,114.005,272053
116,Hercules and Love Affair,Classique #2,4 September ,3.43,0.796,0.566,4,-7.539,0,0.0669,0.00567,0.62,0.0664,0.442,115.013,368554
117,Lacuna Coil,Within Me,11 May ,3.26,0.284,0.528,9,-6.838,0,0.0307,0.0048,0.0191,0.113,0.116,106.616,218907
118,Horna,Horna,7 September ,3.07,0.478,0.341,9,-6.72,1,0.0403,0.723,0.0,0.0959,0.715,97.875,155440
119,Still Going,Still Going Theme,18 September ,3.45,0.778,0.431,1,-11.104,0,0.0958,0.0777,0.709,0.078,0.659,123.017,424933
120,Kate Nash,Caroline's a Victim,5 February ,3.37,0.719,0.424,0,-6.46,1,0.61,0.052,3.68e-06,0.0729,0.298,120.027,174187
121,The Ergs!,Books About Miles Davis,2007,3.57,0.363,0.576,2,-8.225,1,0.0291,0.319,0.0,0.137,0.554,101.574,150853
122,Miracle Fortress,Maybe Lately,3 September ,3.76,0.3,0.559,2,-6.526,1,0.0376,0.738,0.937,0.098,0.502,129.925,193560
123,Aereogramme,Barriers,22 January ,3.54,0.462,0.658,4,-8.05,1,0.0444,0.00698,3.85e-05,0.112,0.456,144.961,295867
124,Delain,See Me in Shadow,23 July ,3.44,0.476,0.523,0,-6.096,0,0.0286,0.149,0.000925,0.14,0.109,115.134,281367
125,Henrik Schwarz,Walk Music,26 March ,3.41,0.214,0.119,6,-18.842,0,0.046,0.86,0.662,0.183,0.0488,124.548,391053
126,Duran Duran Duran,Face Blast,March ,3.21,0.775,0.707,7,-9.99,1,0.0809,0.000115,0.393,0.0795,0.789,140.02,235173
127,Velvet Revolver,She Builds Quick Machines,21 May ,3.04,0.333,0.883,0,-4.486,1,0.0403,0.000193,0.259,0.313,0.673,148.818,242440
128,Brother Ali,Truth Is,9 January ,3.87,0.792,0.764,6,-5.368,1,0.407,0.143,0.0,0.946,0.703,96.398,260333
129,Asobi Seksu,Walk on the Moon,14 May ,3.53,0.303,0.751,2,-2.871,1,0.0354,0.386,0.0093,0.157,0.0994,134.405,273707
130,Gogol Bordello,Wonderlust King,20 August ,3.27,0.577,0.904,2,-4.517,1,0.167,0.0195,0.0,0.0826,0.588,135.006,238040
131,Nujabes,Thank You,2007,3.31,0.463,0.942,10,-5.623,0,0.252,0.131,0.0993,0.134,0.835,96.667,249373
132,Sugarland,Stay,2007,3.23,0.549,0.284,4,-8.383,1,0.0388,0.774,0.0,0.105,0.389,135.632,284427
133,Epica,Never Enough,10 August ,3.13,0.51,0.929,4,-2.656,0,0.0496,0.0133,0.00189,0.324,0.314,105.001,287425
134,Marco Polo,War,23 March ,3.59,0.582,0.936,6,-4.885,0,0.33,0.096,0.0,0.606,0.589,92.971,236627
135,Nightwish,Eva,30 May ,2.9,0.534,0.3,9,-9.341,1,0.0264,0.324,0.00514,0.177,0.148,104.066,255547
136,Wale,Nike Boots,13 November ,3.17,0.648,0.789,0,-4.948,1,0.319,0.0561,0.0,0.0608,0.678,151.99,258733
137,The Heavy,That Kind of Man,June ,3.85,0.529,0.921,7,-4.811,1,0.0739,0.00321,0.00122,0.882,0.823,89.991,211902
138,Mando Diao,"If I Don't Live Today, Then I Might Be Here Tomorrow",24 September ,3.61,0.411,0.925,4,-4.132,1,0.0622,0.00038,0.0,0.321,0.779,121.436,119307
139,Mika,Grace Kelly,29 January ,2.73,0.671,0.82,0,-5.796,1,0.048,0.0194,0.0133,0.361,0.685,122.361,187733
140,Five Finger Death Punch,The Bleeding,10 July ,2.99,0.322,0.812,0,-5.568,0,0.0505,0.00149,0.0,0.0986,0.124,159.933,268667
141,Scissor Sisters,She's My Man,5 March ,3.14,0.572,0.927,11,-3.287,0,0.0443,0.00978,0.00183,0.0684,0.708,172.97,331747
142,Burial,Ghost Hardware,10 December ,4.1,0.551,0.865,0,-8.71,1,0.164,0.258,0.845,0.282,0.489,136.296,293093
143,Regina Spektor,Samson,12 March ,3.81,0.49,0.193,11,-9.544,1,0.0421,0.862,9.74e-06,0.113,0.184,89.154,189507
144,Grizzly Bear,Knife,21 May ,3.75,0.226,0.4,11,-10.256,1,0.0298,0.806,0.747,0.108,0.101,88.673,314413
145,Iron and Wine,Boy With a Coin,10 July ,3.63,0.66,0.566,0,-8.255,1,0.0293,0.123,0.795,0.122,0.295,125.747,245466
146,PJ Harvey,The Piano,26 November ,3.66,0.551,0.428,2,-11.538,0,0.0294,0.855,0.0756,0.191,0.479,124.991,156613
147,Dinosaur Jr.,Almost Ready,2007,3.77,0.175,0.967,7,-4.116,1,0.101,0.0681,0.00101,0.365,0.242,159.525,188027
148,of Montreal,Heimdalsgate Like a Promethean Curse,23 January ,3.57,0.47,0.886,4,-5.094,1,0.063,0.0808,0.0,0.14,0.794,149.956,198600
149,Nadja,Base Fluid,18 February ,3.62,0.165,0.461,0,-10.4,0,0.0452,0.132,0.815,0.0818,0.0352,127.714,660467
150,Reverend Bizarre,Teutonic Witch,30 May ,3.57,0.229,0.862,6,-6.801,1,0.0608,0.0046,0.239,0.31,0.109,144.1,1745400
151,Peter Bjorn and John,Objects of My Affection,16 April ,3.7,0.47,0.909,6,-6.765,0,0.0519,6.84e-05,0.138,0.0654,0.403,108.062,275307
152,Andy Lewis,Are You Trying to Be Lonely?,10 September ,3.85,0.549,0.799,2,-5.906,0,0.0375,0.00421,5.25e-05,0.0554,0.732,130.032,182387
153,Erykah Badu,Honey,2007,3.6,0.399,0.802,6,-7.869,0,0.35,0.0273,0.00387,0.187,0.437,87.818,320973
154,Mala,Changes,March ,3.51,0.68,0.538,11,-11.363,0,0.0408,0.000689,0.83,0.0765,0.0994,139.007,410973
155,Travis,Closer,23 April ,3.62,0.538,0.581,5,-7.816,1,0.0235,0.204,5.26e-05,0.13,0.269,108.108,240627
156,Justice,Phantom Pt II,29 November ,3.5,0.619,0.726,7,-6.422,1,0.125,0.00231,0.766,0.652,0.424,116.966,200827
157,Rush,Far Cry,13 March ,3.58,0.546,0.919,9,-4.244,1,0.0314,0.00148,2.03e-06,0.665,0.704,124.989,318547
158,Manic Street Preachers,Indian Summer,1 October ,3.59,0.433,0.951,11,-4.021,0,0.0546,0.00171,0.00136,0.137,0.205,135.201,234773
159,Los Campesinos!,The International Tweexcore Underground,22 October ,3.56,0.214,0.879,11,-7.73,1,0.0891,0.000349,0.00395,0.0416,0.44,175.826,192933
160,Bat for Lashes,Prescilla,12 March ,3.58,0.706,0.68,11,-7.272,1,0.0421,0.49,6e-06,0.0802,0.86,139.942,214293
161,The Pains of Being Pure at Heart,This Love Is Fucking Right!,May ,3.49,0.31,0.885,9,-6.016,1,0.0434,3.12e-06,0.822,0.1,0.642,164.884,191553
162,The Wave Pictures,We Dress Up Like Snowmen,22 October ,3.75,0.45,0.582,9,-6.402,1,0.066,0.487,0.0,0.203,0.739,122.6,238800
163,Kate Nash,Mouthwash,1 October ,3.55,0.523,0.829,1,-4.562,1,0.0514,0.053,1.11e-05,0.0702,0.638,154.942,301987
164,The Go! Team,Grip Like a Vice,2 July ,3.55,0.455,0.989,5,-2.935,0,0.0613,0.002,0.163,0.808,0.565,99.987,241373
165,Dizzee Rascal,Sirens,2007,3.51,0.503,0.872,7,-3.912,1,0.178,0.00451,0.0,0.297,0.417,99.562,212093
166,Turisas,Rasputin,24 September ,3.38,0.262,0.928,9,-2.795,1,0.0894,8.08e-05,4.76e-05,0.195,0.533,161.925,233520
167,The Tallest Man on Earth,Pistol Dreams,15 August ,3.59,0.695,0.498,9,-4.582,1,0.0364,0.862,0.0,0.0956,0.618,113.479,214667
168,Skream,Sub Island,2007,3.41,0.743,0.323,7,-13.506,1,0.0944,0.00135,0.949,0.122,0.487,142.983,272667
169,Modest Mouse,Missed the Boat,2007,3.38,0.71,0.698,2,-5.797,1,0.0332,0.0697,0.0,0.478,0.852,104.007,264813
170,Robert Plant,Rich Woman,2007,3.66,0.735,0.51,10,-9.868,0,0.0515,0.169,0.611,0.195,0.632,127.662,243480
171,Cold War Kids,We Used to Vacation,29 October ,3.55,0.379,0.753,0,-4.256,1,0.125,0.00974,0.0,0.0978,0.315,191.689,241707
172,Muse,Invincible,9 April ,3.33,0.226,0.808,0,-5.608,1,0.0433,0.0159,0.0287,0.184,0.19,92.591,301386
173,Little Dragon,Twice,August ,3.58,0.394,0.197,2,-11.719,0,0.0346,0.977,0.0139,0.0725,0.228,136.12,186187
174,Silversun Pickups,Future Foe Scenarios,21 May ,3.54,0.279,0.887,0,-4.846,1,0.0849,0.106,1.79e-05,0.315,0.217,126.228,320600
175,Bloc Party,Flux,12 November ,3.32,0.392,0.954,1,-4.097,0,0.372,0.000408,0.00097,0.0653,0.224,76.05,215720
176,Caribou,She's the One,9 November ,3.49,0.385,0.494,5,-11.141,1,0.0406,0.303,0.0,0.0632,0.69,119.22,239560
177,Coldplay,White Shadows,8 June ,3.39,0.49,0.783,8,-8.994,0,0.0484,0.00521,0.0361,0.0951,0.259,127.44,328220
178,Arctic Monkeys,Matador,18 June ,3.35,0.343,0.882,2,-5.965,1,0.0913,0.000359,0.516,0.0759,0.394,105.005,298947
179,Serj Tankian,Lie Lie Lie,2007,3.55,0.545,0.892,5,-3.97,0,0.0336,0.044,0.00807,0.131,0.383,120.096,213293
180,Amon Tobin,Bloodstone,22 January ,3.45,0.223,0.365,10,-10.265,1,0.0337,0.278,0.424,0.142,0.0365,124.304,250293
181,Nu Brand Flexxx,Anthem,2007,3.43,0.483,0.737,1,-10.925,1,0.446,0.233,0.0,0.344,0.889,68.626,278360
182,The Coral,Jacqueline,1 October ,3.84,0.64,0.778,6,-5.339,1,0.0274,0.147,0.00024,0.142,0.816,126.575,208787
183,Matthew Good,Born Losers,2007,4.02,0.393,0.917,8,-4.347,0,0.0582,0.619,5.39e-05,0.118,0.312,90.519,317413
184,Interpol,Mammoth,3 September ,3.26,0.412,0.954,2,-3.801,1,0.0456,5.5e-05,0.861,0.229,0.36,134.031,253920
185,Gwen Stefani,Yummy,2007,3.23,0.71,0.667,1,-7.413,1,0.21,0.0948,0.00204,0.17,0.899,123.702,296560
186,CunninLynguists,Mexico,5 December ,3.45,0.847,0.574,9,-8.58,0,0.0947,0.727,0.000338,0.0806,0.566,115.055,264867
187,Within Temptation,What Have You Done,16 February ,3.19,0.247,0.934,6,-3.83,0,0.179,0.00325,0.000398,0.0978,0.151,172.224,313320
188,Catherine Feeny,Mr Blue,17 September ,3.95,0.456,0.386,10,-10.293,1,0.032,0.835,0.108,0.389,0.612,165.733,154600
189,Hot Chip,Shake a Fist,17 September ,3.26,0.537,0.549,10,-8.344,0,0.132,4.95e-05,0.254,0.257,0.19,119.013,312630
190,Clap Your Hands Say Yeah,Satan Said Dance,19 February ,3.22,0.454,0.869,9,-6.252,0,0.0873,0.000156,0.0127,0.365,0.187,148.937,332173
