track,artist,date,rating 
b'Express Yourself / Living on Borrowed Time',b'Charles Wright and The Watts 103rd Street Rhythm Band',August 1970 ,3.84
,,,
"b""She's Gone / I'm Just a Kid (Don't Make Me Feel Like a Man)""",b'Daryl Hall & John Oates',9 February 1974 ,3.78
b'Sister',b'Angel Olsen',24 August 2016 ,3.76
b'White Foxes',b'Susanne Sundf\xc3\xb8r',24 February 2012 ,3.79
b'Der Telefon Anruf / The Telephone Call',b'Kraftwerk',February 1987 ,3.82
b'Petr\xc3\xb3leuml\xc3\xa1mpa / Gy\xc3\xb6ngyhaj\xc3\xba l\xc3\xa1ny',b'Omega egy\xc3\xbcttes',1970,3.94
b'Live With Me',b'Massive Attack',13 March 2006 ,3.78
b'Get By',b'Talib Kweli',11 March 2003 ,3.78
,,,
"b'Dream a Little Dream of Me / Can Anyone Explain? (No, No, No!)'",b'Ella Fitzgerald & Louis Armstrong',September 1950 ,3.78
"b""Rock Steady / Oh Me Oh My (I'm a Fool for You)""",b'Aretha Franklin',11 October 1971 ,3.82
b'Silver Springs',b'Fleetwood Mac',1997,3.95
b'Use Me / Let Me In Your Life',b'Bill Withers',August 1972 ,3.77
"b""Inside My Love / Don't Let Anyone Bring You Down""",b'Minnie Riperton',15 July 1975 ,3.87
"b""I'm Still in Love With You / Old Time Lovin'""",b'Al Green',June 1972 ,3.77
b'I Seen a Man Die',b'Scarface',1 November 1994 ,3.81
,,,
b'Blue Hotel / Waiting for the Rain to Fall',b'Chris Isaak',1987,3.84
b'New Radio / Rebel Girl',b'Bikini Kill',September 1993 ,3.78
b'Charging the Void',b'Vektor',2 March 2016 ,3.81
b'Cry Wolf',b'Lisa Germano',1995,3.83
b'Marble Station / Misguided',b'Sort Sol',February 1981 ,3.81
,,,
,,,
b'Going All the Way / Go Ahead',b'The Squires',September 1966 ,3.87
"b""This Modern Love (Dave P. and Adam Sparkles' Making Time Remix)""",b'Bloc Party',2005,3.84
b'Paradise Circus (Gui Boratto Remix)',b'Massive Attack',8 February 2010 ,3.82
b'Light My Fire / Love Me Two Times',b'The Doors',1975,4.13
b'Caught by the Fuzz',b'Supergrass',17 October 1994 ,3.78
b'The James Bond Theme / The Blacksmith Blues',b'The John Barry Seven and Orchestra',October 1962 ,3.91
b'Get Up',b'Sleater-Kinney',26 January 1999 ,3.79
,,,
"b""Peter Gunn / The Brothers Go to Mother's""",b'Henry Mancini',1959,3.96
b'Welcome to Heartbreak',b'Kanye West',18 May 2009 ,3.79
b'Knife / Easier',b'Grizzly Bear',21 May 2007 ,3.75
b'Bagdad (Cap.7: Liturgia)',b'Rosal\xc3\xada',4 December 2018 ,3.84
"b""Have You Seen Her Face / Don't Make Waves""",b'The Byrds',22 May 1967 ,3.82
b'Mandinka / Drink Before the War',"b""Sin\xc3\xa9ad O'Connor""",December 1987 ,3.80
b'Aunque es de noche',b'Rosal\xc3\xada',2 November 2017 ,3.83
,,,
"b""The Real Me / I'm One""",b'The Who',12 January 1974 ,3.77
b'Bachelor Kisses / Rare Breed',b'The Go-Betweens',August 1984 ,3.83
b'Pilots / Lovely Head / Horse Tears',b'Goldfrapp',5 November 2001 ,3.81
b'My White Bicycle / Claramount Lake',b'Tomorrow',12 May 1967 ,3.76
b'Mediterr\xc3\xa1neo',b'Joan Manuel Serrat',1973,4.22
"b""Time's Up""",b'O.C.',19 July 1994 ,3.84
b'Michael Angelo / Leave Me Here',b'The 23rd Turnoff',29 September 1967 ,3.87
,,,
b'Only You / Hafi Deo',b'Steve Monite',25 August 2017 ,3.98
b'Send Me a Postcard / Harley Davidson',b'Shocking Blue',December 1968 ,3.80
b'Time Has Come Today / People Get Ready',b'The Chambers Brothers',December 1967 ,3.80
b'Mister Pleasant / This Is Where I Belong',b'The Kinks',21 April 1967 ,3.82
b'Gamma Knife',b'King Gizzard and the Lizard Wizard',6 June 2016 ,3.80
b'Last Night I Dreamt That Somebody Loved Me',b'Low',October 2001 ,3.77
b'So Far Away / Smackwater Jack',b'Carole King',July 1971 ,3.81
,,,
b'Terraplane Blues / Kind Hearted Woman Blues',b'Robert Johnson',January 1937 ,3.79
"b""I'm Walkin' / I'm in the Mood for Love""",b'Fats Domino',23 February 1957 ,3.79
b'Trees and Flowers / Go Away',b'Strawberry Switchblade',July 1983 ,3.81
b'It Never Entered My Mind (Part 1) / It Never Entered My Mind (Part 2)',b'The Miles Davis Quartet',February 1960 ,4.02
b'She Comes in Colors / Orange Skies',b'Love',December 1966 ,3.84
b'Total Football / Goofy vs. Pluto',b'Parquet Courts',8 June 2018 ,3.82
"b""He's Simple, He's Dumb, He's the Pilot.""",b'Grandaddy',2000,3.78
,,,
b'Greetings to the New Brunette / Deportees / The Tatler',b'Billy Bragg',November 1986 ,3.80
"b'Jimmy Mack / Third Finger, Left Hand'",b'Martha and The Vandellas',3 February 1967 ,3.76
"b""Give Me Love (Give Me Peace on Earth) / Miss O'Dell""",b'George Harrison',7 May 1973 ,3.78
"b""Freedom of '76""",b'Ween',April 1995 ,3.84
b'I Can Take You to the Sun / Who Do You Love',b'The Misunderstood',December 1966 ,3.88
,,,
,,,
b'Kaputt',b'Destroyer',2011,3.75
b'Hood',b'Perfume Genius',29 February 2012 ,3.77
b'Kombinat / Gadaj\xc4\x85ce g\xc5\x82owy',b'Republika',January 1983 ,3.92
"b""We'll Meet Again / Later On""",b'Vera Lynn',November 1939 ,3.76
b'Elevator Operator',b'Courtney Barnett',2016,3.85
b'In a Sentimental Mood / Showboat Shuffle',b'Duke Ellington and His Orchestra',29 June 1935 ,3.88
b'Arnold Layne / If',b'Pink Floyd',1971,3.83
,,,
"b'For Emily, Whenever I May Find Her / America'",b'Simon & Garfunkel',September 1972 ,3.82
"b'I Love You, Honeybear'",b'Father John Misty',31 July 2015 ,3.86
b'The Crystal Lake',b'Grandaddy',2000,3.78
b'Come Together',b'The Beatles',27 September 2019 ,3.84
b'Corpse Pose / Everything Is Weird',b'Unwound',March 1996 ,3.82
b'The Slider / Rock On',b'T. Rex',15 June 1972 ,3.86
b'Faron Young / Silhouettes',b'Prefab Sprout',July 1985 ,3.76
,,,
b'Graceless',b'The National',18 November 2013 ,3.80
b'Rez / Cowgirl',b'Underworld',1994,3.77
b'Marbles / For Those',b'Tindersticks',March 1993 ,3.81
"b""I Wanna Destroy You / (I'm An) Old Pervert (Disco)""",b'The Soft Boys',4 September 1980 ,3.80
"b""Can I Get a Witness / I'm Crazy 'Bout My Baby""",b'Marvin Gaye',September 1963 ,3.79
"b""(We Ain't Got) Nothin' Yet / Gotta Get Away""",b'Blues Magoos',October 1966 ,3.79
b'Polk Salad Annie / Aspen Colorado',b'Tony Joe White',October 1968 ,3.82
,,,
b'Walk Away / Poison Door',b'The Sisters of Mercy',October 1984 ,3.80
"b""What I Wouldn't Give / Bound by Silence""",b'Pink Industry',1985,3.87
"b""Pretty Persuasion / (Don't Go Back To) Rockville""",b'R.E.M.',1984,3.83
b'The Knife (Part 1) / The Knife (Part 2)',b'Genesis',June 1971 ,3.87
b'Nothing Really Ends',b'dEUS',2001,3.88
b'Offence',b'Little Simz',17 September 2018 ,3.78
b'The One',b'Kylie',28 July 2008 ,3.80
,,,
b'Archangels Thunderbird / Excerpt From Soap Shop Rock',b'Amon D\xc3\xbc\xc3\xbcl II',1970,3.77
b'Back to Nature / The Box',b'Fad Gadget',1 September 1979 ,3.75
b'Let the Happiness In / Blue of Noon',b'David Sylvian',September 1987 ,3.87
b'My Friend Jack / We Can Take It',b'The Smoke',February 1967 ,3.81
b'Fire Brigade / Walk Upon the Water',b'The Move',26 January 1968 ,3.78
b'Dirty Epic',b'Underworld',1 December 1994 ,3.75
b'International Feel / Never Never Land / Just One Victory',b'Todd Rundgren',1973,4.01
,,,
b'Blue',b'The Jayhawks',1994,3.75
"b""Blue Monday / What's the Reason I'm Not Pleasing You""",b'Fats Domino',December 1956 ,3.76
b'State of Love and Trust',b'Pearl Jam',1992,3.79
b'Undercover',b'Susanne Sundf\xc3\xb8r',6 June 2017 ,3.77
b'Up on the Roof / Another Night With the Boys',b'The Drifters',October 1962 ,3.76
,,,
,,,
b'Sorry for Laughing / Revelation',b'Josef K',April 1981 ,3.77
b'Is That All There Is / Me and My Shadow',b'Peggy Lee',September 1969 ,3.75
b'Nutbush City Limits / Help Him',b'Ike & Tina Turner',25 July 1973 ,3.76
b'Summer Dress',b'Red House Painters',1995,3.85
b'As Tears Go By / Greensleeves',b'Marianne Faithfull',July 1964 ,3.81
b'Werewolf / No Werewolf',b'The Frantics',1960,3.80
b'Another Brick in the Wall (Part I) / Goodbye Blue Sky',b'Pink Floyd',1979,3.85
,,,
b'Something for the Weekend',b'The Divine Comedy',17 June 1996 ,3.80
"b""Don't Sweat the Technique""",b'Eric B. & Rakim',16 June 1992 ,3.82
"b""Baby I Love You So / King Tubby's Meets Rockers Uptown (Pablo and Tubby's version)""",b'Jacob Miller',1974,3.83
"b""Harold's""",b'Freddie Gibbs & Madlib',5 August 2014 ,3.86
b'Slave to Love / Valentine',b'Bryan Ferry',May 1985 ,3.76
b'Sticky Drama',b'Oneohtrix Point Never',13 November 2015 ,3.73
b'Lions in My Own Garden (Exit Someone) / Radio Love',b'Prefab Sprout',1983,3.81
,,,
b'Wardance / Pssyche',b'Killing Joke',February 1980 ,3.76
b'Pleasant Street / Carnival Song',b'Tim Buckley',October 1968 ,3.81
b'Talk Talk / Come on In',b'The Music Machine',September 1966 ,3.78
b'Path Through the Forest / Gone',b'The Factory',18 October 1968 ,3.90
"b'When Did You Stop Loving Me, When Did I Stop Loving You'",b'Marvin Gaye',1978,3.99
b'Generation Sex',b'The Divine Comedy',14 September 1998 ,3.87
b'Eminence Front / One at a Time',b'The Who',December 1982 ,3.76
,,,
b'Magic / Northern Sky',b'Nick Drake',17 May 2004 ,3.87
b'California Soul / Wade in the Water',b'Marlena Shaw',2004,3.86
b'Blue Lights',b'Jorja Smith',26 February 2016 ,3.87
b'Whirly-Bird / Oscillations',b'Silver Apples',June 1968 ,3.79
b'Always the Sun / Norman Normal',b'The Stranglers',October 1986 ,3.79
b'El derecho de vivir en paz / Plegaria a un labrador',b'V\xc3\xadctor Jara',1971,3.89
b'Your Ex-Lover Is Dead / Fairytale of New York',b'Stars',9 December 2005 ,3.77
,,,
"b""What a Diff'rence a Day Makes / Come On Home""",b'Dinah Washington',April 1959 ,3.78
b'Mind/Body/Light/Sound',b'Swans',3 April 2017 ,3.93
b'Blue Yodel (T for Texas) / Away Out on the Mountain',b'Jimmie Rodgers',January 1928 ,3.70
"b'Double Trouble / Keep On Loving Me, Baby'",b'Otis Rush',1958,4.04
b'Colourless Dream / Things We Never Did',b'Sad Lovers & Giants',October 1981 ,3.83
"b""Barbados / Parker's Mood""",b'Charlie Parker',1948,3.99
b'Tally Ho! / Platypus',b'The Clean',February 1981 ,3.74
,,,
b'NEVER',b'J.I.D',16 December 2016 ,3.86
b'Holidays / La mouche',b'Michel Polnareff',February 1972 ,3.85
b'I Never Dreamed / The Old Crowd',b'The Cookies',1964,3.82
"b""Ain't No Thang / Crumblin' Erb / Hootie Hoo""",b'OutKast',1994,3.86
b'Anna (Go to Him) / I Hang My Head and Cry',b'Arthur Alexander',September 1962 ,3.88
,,,
,,,
b'The Lord God Bird',b'Sufjan Stevens',6 July 2005 ,3.79
b'Silent All These Years / Smells Like Teen Spirit',b'Tori Amos',10 August 1992 ,3.77
b'Come Softly to Me / I Care So Much',b'Fleetwoods',March 1959 ,3.75
b'Acquiesce',b'Oasis',1995,3.74
b'Mistress',b'Red House Painters',May 1993 ,3.78
b'Our Swimmer / Midnight Bahnhof Caf\xc3\xa9',b'Wire',26 May 1981 ,3.77
b'Race With the Devil / Sunshine',b'The Gun',October 1968 ,3.82
,,,
b'Adorations / Exile',b'Killing Joke',August 1986 ,3.76
b'Slow Death / Tallahassee Lassie',"b""Flamin' Groovies""",30 June 1972 ,3.83
"b""Me and Jesus the Pimp in a '79 Granada Last Night""",b'The Coup',1998,3.79
b'Willie and the Hand Jive / Ring-A-Ling',b'The Johnny Otis Show',April 1958 ,3.80
b'Betsy on the Roof',b'Julia Holter',17 September 2015 ,3.75
b'Give It Up / Pictures of Bernadette',b'Talk Talk',May 1986 ,3.77
b'One Chord Wonders / Quick Step',b'The Adverts',22 April 1977 ,3.77
,,,
b'Tupelo / The Six Strings That Drew Blood',b'Nick Cave & The Bad Seeds',1 August 1985 ,3.75
b'Behind the Mask / Yellow Magic (Tong Poo)',b'Yellow Magic Orchestra',August 1980 ,3.82
b'Hey Little Girl / Glam',b'Icehouse',26 October 1982 ,3.75
b'Out Getting Ribs / Has This Hit',b'Zoo Kid',13 November 2010 ,3.75
"b""I'm in the Mood / How Can You Do It""",b'John Lee Hooker',September 1951 ,3.84
"b""(I'm Always Touched by Your) Presence, Dear / Poets Problem / Detroit 442""",b'Blondie',April 1978 ,3.77
b'Lady Eleanor / Nothing but the Marvellous Is Beautiful',b'Lindisfarne',January 1971 ,3.82
,,,
b'Breaking Glass / Art Decade',b'David Bowie',February 1979 ,4.03
"b""I've Got Dreams to Remember / Nobody's Fault but Mine""",b'Otis Redding',September 1968 ,3.83
b'In Liverpool',b'Suzanne Vega',August 1992 ,3.88
b'Twenty-Five Miles / Love Is My Destination',b'Edwin Starr',2 January 1969 ,3.79
b'The Private Psychedelic Reel',b'The Chemical Brothers',1 December 1997 ,3.77
b'The Dress Looks Nice on You / Borderline',b'Sufjan Stevens',3 August 2004 ,3.79
b'Europa / Take Me With You',b'Santana',March 1976 ,3.80
,,,
b'Low',b'Cracker',1994,3.77
"b""Give It Up or Turnit a Loose / I'll Lose My Mind""",b'James Brown',January 1969 ,3.82
"b""Don't Worry Baby / Surfer Girl""",b'The Beach Boys',1990,4.03
b'Across the Universe',b'Fiona Apple',26 May 1999 ,3.78
b'All Mixed Up',b'Red House Painters',1996,3.93
b'Leaving the City',b'Joanna Newsom',20 September 2015 ,3.87
b'Liquidator / La La Always Stay',b'Harry J. All Stars',1969,3.79
,,,
b'Silhouettes / Daddy Cool',b'The Rays',October 1957 ,3.82
b'Come See Me / \xc2\xa3. s. d.',b'The Pretty Things',April 1966 ,3.79
b'These Eyes / Lightfoot',b'The Guess Who?',February 1969 ,3.80
"b'Far From Any Road (Main Title Theme From ""True Detective"")'",b'The Handsome Family',21 January 2014 ,3.75
b'Message personnel / Premi\xc3\xa8re rencontre',b'Fran\xc3\xa7oise Hardy',1973,3.77
,,,
,,,
b'What Do You Want From Me?',b'Monaco',24 February 1997 ,3.77
b'Medication / Smiles',b'Spiritualized',July 1992 ,3.79
"b""Forest Fire / Andy's Babies""",b'Lloyd Cole and The Commotions',August 1984 ,3.80
b'More One Night',b'\xe3\x83\x81\xe3\x83\x88 (CV: \xe6\xb0\xb4\xe7\x80\xac\xe3\x81\x84\xe3\x81\xae\xe3\x82\x8a)',29 November 2017 ,3.92
"b""'81""",b'Joanna Newsom',26 January 2010 ,3.99
b'One Big Holiday',b'My Morning Jacket',2003,3.86
b'Rhythm of the Rain / Let Me Be',b'The Cascades',November 1962 ,3.75
,,,
b'At Last I Am Free / Strange Fruit',b'Robert Wyatt',November 1980 ,3.83
"b""I Smiled Yesterday / Don't Make Me Over""",b'Dionne Warwick',October 1962 ,3.85
b'Star Sign',b'Teenage Fanclub',July 1991 ,3.79
b'Invisible Sun / Shambelle',b'The Police',September 1981 ,3.79
b'The Devil',b'PJ Harvey',10 March 2008 ,3.77
b'Three Days / Stop!',"b""Jane's Addiction""",2 August 1990 ,3.74
"b""King's Lead Hat / R.A.F.""",b'Brian Eno',December 1977 ,3.76
,,,
b'Night Moves / Ship of Fools',b'Bob Seger',December 1976 ,3.73
b'I Walked',b'Sufjan Stevens',2011,3.74
b'Happiness ',b'Goldfrapp',14 April 2008 ,3.74
b'Action / Sweet F.A.',b'Sweet',July 1975 ,3.74
"b""Where Were You? / I'll Have to Dance Then (On My Own)""",b'The Mekons',29 November 1978 ,3.76
b'Indian Love Call / Begin the Beguine',b'Art Shaw and His Orchestra',August 1938 ,3.79
b'End of the Line / Congratulations',b'Traveling Wilburys',23 January 1989 ,3.76
,,,
b'The Way We Get By',b'Spoon',15 September 2003 ,3.84
b'Josie / Black Cow',b'Steely Dan',August 1978 ,3.82
b'Twelve Thirty (Young Girls Are Coming to the Canyon) / Straight Shooter',b'The Mamas & The Papas',August 1967 ,3.84
b'No Shelter',b'Rage Against the Machine',1998,3.78
b'Black and White Town',b'Doves',7 February 2005 ,3.82
b'Catch the Wind / Why Do You Treat Me Like You Do',b'Donovan',12 March 1965 ,3.76
b'So It Goes / Heart of the City',b'Nick Lowe',14 August 1976 ,3.77
,,,
b'Closer: Further Away',b'Nine Inch Nails',6 June 1994 ,3.82
"b'Git Up, Git Out'",b'OutKast',17 October 1994 ,3.75
b'Halloween Theme / Laurie Knows',b'John Carpenter',28 February 2014 ,3.95
b'King Midas in Reverse / Everything Is Sunshine',b'The Hollies',22 September 1967 ,3.81
b'Watermelon Man / Three Bags Full',b'Herbie Hancock',June 1962 ,3.97
"b""Clarinet Marmalade / Singin' the Blues""",b'Frankie Trumbauer',25 March 1927 ,3.80
b'As High as You Can Go / Pleasure and Pain',b'The Chameleons',February 1983 ,3.78
,,,
b'Wrathchild / Genghis Khan',b'Iron Maiden',21 April 1981 ,3.82
b'Alternate Title (Randy Scouse Git) / Forget That Girl',b'The Monkees',June 1967 ,3.83
b'Sit Down',b'James',June 1989 ,3.75
b'Head Home / Roscoe (Acoustic Version)',b'Midlake',6 November 2006 ,3.81
b'Golden Soldiers / Counting the Days',b'The Sound',1984,3.83
,,,
,,,
b'Glittering Prize / Glittering Prize (Theme)',b'Simple Minds',16 August 1982 ,3.80
"b""It's All Right / You'll Want Me Back""",b'The Impressions',October 1963 ,3.83
b'D / Pea / Second Chance',b'Codeine',1991,3.77
"b""I'm Gonna Tear Your Playhouse Down / One Way Street""",b'Ann Peebles',January 1973 ,3.82
b'A Question of Degree / Former Airline',b'Wire',2 June 1979 ,3.77
b'In a Rut / H-Eyes',b'The Ruts',26 January 1979 ,3.77
b'Cissy Strut / Here Comes the Meter Man',b'The Meters',1969,3.80
,,,
b'Title and Registration',b'Death Cab for Cutie',2003,3.77
"b'Time Is Tight / Johnny, I Love You'","b""Booker T. & The M.G.'s""",February 1969 ,3.75
"b""The Stranger / Movin' Out (Anthony's Song)""",b'Billy Joel',21 May 1978 ,3.85
b'Birds Fly (Whisper to a Scream) / In the Cauldron of Love',b'The Icicle Works',March 1984 ,3.77
"b'I Had a Dream, Joe'",b'Nick Cave & The Bad Seeds',1 September 1992 ,3.76
"b""Witch's Game""",b'Cirith Ungol',11 September 2018 ,3.84
"b""Here's to You / The Ballad of Sacco and Vanzetti""",b'Joan Baez',1972,3.77
,,,
b'(Night Time Is) The Right Time / Tell All the World About You',b'Ray Charles',December 1958 ,3.84
b'Disappearer',b'Sonic Youth',1990,3.77
b'I Heard It Through the Grapevine / Porterville',b'Creedence Clearwater Revival',1973,3.78
b'Sun Hits the Sky / Some Girls Are Bigger Than Others',b'Supergrass',9 June 1997 ,3.81
b'Riversong / Farewell My Friend',b'Dennis Wilson',1977,3.84
b'To Sheila',b'The Smashing Pumpkins',December 1998 ,3.80
b'Make It Forever',b'George Clanton',8 March 2018 ,3.82
,,,
"b""You Don't Have to Say You Love Me / Every Ounce of Strength""",b'Dusty Springfield',25 March 1966 ,3.79
"b""Dying on the Vine / Everytime the Dog's Bark""",b'John Cale',July 1985 ,3.98
"b""Can't Find My Way Home""",b'Blind Faith',1977,3.84
b'Good Vibrations',b'Brian Wilson',6 December 2004 ,3.86
b'Refuse / Resist',b'Sepultura',1994,3.75
b'Love Hangover / Kiss Me Now',b'Diana Ross',16 March 1976 ,3.71
b'Mardi Gras in New Orleans / She Walks Right In',b'Professor Longhair and his New Orleans Boys',February 1950 ,3.82
,,,
b'Wildcat Tamer / Number 9 Train',b'Tarheel Slim',1958,3.94
"b""I'd Rather Be With You / Vanish in Our Sleep""","b""Bootsy's Rubber Band""",1976,3.81
b'The Witch / Like No Other Man',b'The Sonics',November 1966 ,3.93
b'Wild Night / When the Evening Sun Goes Down',b'Van Morrison',October 1971 ,3.81
b'The Wreck of the Edmund Fitzgerald / The House You Live In',b'Gordon Lightfoot',1976,3.71
"b""I Don't Remember / Shosholoza""",b'Peter Gabriel',August 1980 ,3.78
b'Silhouettes',b'Viet Cong',5 January 2015 ,3.82
,,,
"b""If I Can't Change Your Mind""",b'Sugar',1992,3.76
b'Apt. A',b'cLOUDDEAD',14 November 2000 ,3.72
"b""I'm Five Years Ahead of My Time / Rainbow Life""",b'The Third Bardo',May 1967 ,3.81
"b""Foggy Notion / I Can't Stand It""",b'The Velvet Underground',February 1985 ,3.77
"b""Do Nothing / Maggie's Farm""",b'The Specials',13 December 1980 ,3.76
,,,
,,,
b'Hotellounge (Be the Death of Me)',b'dEUS',1995,3.85
"b""10538 Overture / 1st Movement (Jumpin' Biz)""",b'Electric Light Orchestra',23 June 1972 ,3.77
b'There Goes the Fear',b'Doves',15 April 2002 ,3.75
"b""You Can't Put Your Arms Round a Memory / Hurtin'""",b'Johnny Thunders',1978,3.77
b'Call the Police',b'LCD Soundsystem',6 July 2017 ,4.04
"b""The Night / Walk on Don't Look Back""",b'Frankie Valli & The Four Seasons',1972,3.89
b'Click (No Boys Remix)',b'Charli XCX',11 October 2019 ,3.79
,,,
b'Black No. 1',b'Type O Negative',1993,3.75
b'Soul Love / Blackout',b'David Bowie',1978,3.88
b'You Look So Fine [CD1]',b'Garbage',24 May 1999 ,3.77
"b""Hang On to a Dream / It'll Never Happen Again""",b'Tim Hardin',March 1966 ,3.74
b'Moments of Pleasure',b'Kate Bush',15 November 1993 ,3.75
b'Who Got the Props / Fuck It Up',b'Black Moon',December 1992 ,3.76
"b'The Wind / Baby, Be Mine'",b'Nolan Strong & The Diablos',September 1954 ,3.77
,,,
b'Beautiful World / Enough Said',b'Devo',14 October 1981 ,3.80
b'Life in Mono',b'Mono',11 November 1996 ,3.83
b'Every Little Bit Hurts / Land of a Thousand Boys',b'Brenda Holloway',26 March 1964 ,3.80
"b""St. Louis Blues / After You've Gone""",b'Louis Armstrong and His Orchestra',January 1930 ,3.87
b'Sleep to Dream',b'Fiona Apple',14 April 1997 ,3.78
b'In My Time of Dying / Houses of the Holy',b'Led Zeppelin',1975,3.71
b'Special',b'Mew',19 September 2005 ,3.79
,,,
b'We Are Glass / Trois Gymnopedies (1st Movement)',b'Gary Numan',13 May 1980 ,3.74
b'Chameleon / Vein Melter',b'Herbie Hancock',1974,3.82
"b'Bande originale du film ""Le Parrain""'",b'Nino Rota',1972,3.96
"b'The Long Black Veil / Knock Again, True Love'",b'Lefty Frizzell',20 April 1959 ,3.82
"b""Je suis venu te dire que je m'en vais / Vu de l'ext\xc3\xa9rieur""",b'Serge Gainsbourg',December 1973 ,3.84
b'Out in the Streets / The Boy',b'The Shangri-Las',February 1965 ,3.77
b'The Recluse',b'Cursive',16 February 2004 ,3.80
,,,
"b""One O'Clock Jump / John's Idea""",b'Count Basie',August 1937 ,3.82
b'Solitary Man / The Time Is Now',b'Neil Diamond',1970,3.78
b'Mirage',b'ECCO2K',2014,3.79
b'Secret Liaison / Complexities',b'Source Direct',1996,3.70
"b""Can't Cheat Karma / War / Subvert""",b'Zounds',1980,3.75
b'A Touch of Evil',b'Judas Priest',March 1991 ,3.74
b'Paper Sun / Giving to You',b'Traffic',May 1967 ,3.78
,,,
b'Misread',b'Kings of Convenience',14 June 2004 ,3.79
b'Start Choppin',b'Dinosaur Jr.',1993,3.79
b'Still Day Beneath the Sun',b'Opeth',25 February 2003 ,3.73
b'This Magic Moment / Baltimore',b'The Drifters',February 1960 ,3.77
b'Everybody Knows / The Partisan',b'Leonard Cohen',1988,3.75
,,,
,,,
b'The Official Ironmen Rally Song',b'Guided by Voices',27 February 1996 ,3.77
"b""(I Know) I'm Losing You / I Couldn't Cry If I Wanted To""",b'The Temptations',2 November 1966 ,3.79
"b""Gloria / Friday's Child""",b'Them',April 1967 ,3.86
"b""Other People's Lives / Grey Ice Water""",b'Modest Mouse',1998,3.75
b'Lessons 1 - 3',b'Double Dee',1985,3.79
b'Asleep',b'Makthaverskan',20 February 2013 ,3.80
"b""Save My Soul / Everybody's Worried 'Bout Tomorrow""",b'The Wimple Winch',17 June 1966 ,3.86
,,,
b'Yesterday Once More / Superstar',b'Redd Kross',September 1994 ,3.86
b'Love Potion No. 9 / Stay Awhile',b'The Clovers',July 1959 ,3.72
b'Call Me (Come Back Home) / What a Wonderful Thing Love Is',b'Al Green',February 1973 ,3.78
b'Inn\xc3\xad m\xc3\xa9r syngur vitleysingur',b'Sigur R\xc3\xb3s',8 September 2008 ,3.75
b'Panic Switch',b'Silversun Pickups',17 March 2009 ,3.73
b'Bell Bottom Blues / Keep On Growing',b'Derek and The Dominos',February 1971 ,3.80
b'Fireworks / Coal Mind',b'Siouxsie and The Banshees',21 May 1982 ,3.78
,,,
b'Big in Japan / Forever Young',b'Alphaville',1986,4.08
b'Love at Psychedelic Velocity / Every Night [monarch press]',b'The Human Expression',November 1966 ,3.89
b'All the Dust and Glass',b'The Clientele',March 1999 ,3.96
b'Boring Angel',b'Oneohtrix Point Never',17 December 2013 ,3.77
"b""Whatcha Gonna Do About It / What's a Matter Baby""",b'Small Faces',6 August 1965 ,3.82
b'Hail Mary',b'Makaveli',1997,3.77
"b""Changes / Ain't It a Sin""",b'Charles Bradley',29 November 2013 ,3.91
,,,
b'Refugees / The Boat of Millions of Years',b'Van der Graaf Generator',24 April 1970 ,3.81
b'Cry Baby / Mercedes Benz',b'Janis Joplin',April 1971 ,3.73
b'Chinatown',b'Destroyer',2011,3.79
b'5:15 / Water',b'The Who',28 September 1973 ,3.73
"b""He's Misstra Know It All / You Can't Judge a Book by It's Cover""",b'Stevie Wonder',1 April 1974 ,3.76
b'En la ciudad de la furia',b'Soda Stereo',1988,4.14
"b""Street Where Nobody Lives / What's This Shit Called Love?""",b'Pagans',1978,3.82
,,,
b'Kites / Like the Sun Like the Fire',b'Simon Dupree & The Big Sound',27 October 1967 ,3.74
b'Loonatic',b'\xec\x9d\xb4\xeb\x8b\xac\xec\x9d\x98 \xec\x86\x8c\xeb\x85\x80 \xec\x98\xa4\xeb\x93\x9c\xec\x95\x84\xec\x9d\xb4\xec\x8d\xa8\xed\x81\xb4 [LOONA ODD EYE CIRCLE]',23 October 2017 ,3.84
b'Black Bottom Stomp / The Chant',"b""Jelly-Roll Morton's Red Hot Peppers""",5 November 1926 ,3.78
b'Out of Limits / Bella Dalena',b'The Marketts',October 1963 ,3.82
b'Fluorescences / Pinball',b'Stereolab',18 November 1996 ,3.85
b'Seashore',"b'Oh, Yoko'",20 May 2013 ,3.82
"b""I Can't Let Go / Running Through the Night""",b'The Hollies',February 1966 ,3.88
,,,
"b""Sorry / Funny Feelin'""",b'The Easybeats',13 October 1966 ,3.85
b'Heebie Jeebies / Muskrat Ramble',b'Louis Armstrong and His Hot Five',March 1926 ,3.73
b'Poison Heart / Censorshit',b'Ramones',November 1992 ,3.83
"b""I Know a Place / Don't Let Him Come Back""",b'Jay Reatard',May 2007 ,3.84
b'Holiday / Every Christian Lion-Hearted Man Will Show You',b'Bee Gees',September 1967 ,3.74
,,,
,,,
b'O-o-h Child / Because I Love You',b'The Five Stairsteps',18 April 1975 ,3.74
b'Wishing Well / Let Me Show You',b'Free',8 December 1972 ,3.76
b'Superstar',b'Sonic Youth',1994,3.75
b'Mr. Rager',b'Kid Cudi',25 October 2010 ,3.80
b'La guerre des \xc3\xa9toiles',b'London Symphony Orchestra',1977,3.91
b'Fishing Blues / Texas Worried Blues',b'Henry Thomas (Ragtime Texas)',March 1929 ,3.87
